circuito_id,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,HACEMOS POR NUESTRO PAIS,JUNTOS POR EL CAMBIO,LA LIBERTAD AVANZA,UNION POR LA PATRIA
00001,2614,6528,35480,33819,29082
00002,1808,4661,26173,27166,23181
00003,3130,10728,38990,54702,48363
00004,2322,8198,37117,45724,44980
00005,2475,8828,32008,46382,46898
00006,1591,5069,24314,26325,24243
00007,2975,8381,32007,53192,49552
00008,2423,6311,26422,35042,31632
00009,2931,7607,29862,38931,44553
00010,3073,10863,31369,42975,46837
00011,1736,4159,16403,20848,21839
00012,1379,5763,18818,21927,24701
00013,1204,4238,14022,17233,18272
00014,1620,4364,17741,24614,22270
00015,1324,3508,16377,21141,24431
00016,1068,2349,12376,13029,14579
00017,2647,7228,32602,32440,38459
00018,2578,4309,21905,24860,30558
00019,4647,5748,24623,34293,54277
0001A,168,663,3337,3327,2002
0001B,29,258,822,1036,724
0001C,71,569,1625,2361,1737
0001D,62,436,1389,2127,2049
0001E,92,359,1125,1588,1075
0001F,113,572,2716,2836,1384
0001G,99,572,1856,2785,1436
0001H,105,1064,1114,4755,5085
0001I,145,1161,1262,5663,5606
0001J,14,101,228,484,374
0001K,25,249,482,948,612
0001L,126,1140,1587,4441,4053
0001M,100,889,1411,3398,2824
0001N,116,1174,1384,4668,4378
0001O,16,186,415,670,530
0001P,234,2503,2589,10203,8624
0001Q,2,11,17,29,55
0001R,1,1,3,8,16
0001S,1,3,3,18,57
0001T,1,4,11,20,114
0001U,0,3,13,12,71
0001V,4,7,23,58,168
0001W,2,2,10,26,68
0001X,1,2,6,6,22
00020,2085,3396,20431,21037,29064
00021,3619,5298,28582,39631,54050
00022,3547,6328,24971,32345,37178
00023,1547,3455,22212,20718,28039
00024,1244,3115,18231,19250,23909
00025,1686,3716,18913,18900,20970
00026,1517,5221,21199,18318,20992
00027,2710,4016,22133,28972,31521
00028,1924,8089,21987,25358,22219
00029,1349,5485,17545,22080,19846
0002A,653,1928,8674,13083,16981
0002B,118,573,1203,2720,2056
0002C,154,938,2084,4440,3320
0002D,308,1420,2230,6406,4000
0002E,27,92,335,509,293
0002F,90,356,865,1854,1104
0002G,176,606,1317,2990,1927
0002H,32,123,355,630,390
0002I,189,552,844,2935,2156
0002J,150,531,863,2727,2361
0002K,96,383,644,1944,1227
0002L,85,342,527,1352,1331
0002M,151,464,885,2902,2088
0002N,105,410,605,2270,1517
0002O,197,543,695,3528,2675
0002P,121,379,557,2247,1601
0002Q,222,707,1083,4341,3247
00030,2339,5630,19087,28314,28950
00031,2588,4569,16192,30931,24395
00032,2573,4784,27233,43040,46270
00033,1659,7411,18816,24781,18306
00034,3545,8618,26528,40925,49024
00035,1293,5752,7744,14424,11363
00036,2236,4276,17623,29968,39096
00037,2367,6363,19045,23616,30625
00038,2113,4630,16398,19846,28227
00039,2683,3252,18537,24257,43918
0003A,786,2230,6247,14251,12306
0003B,419,1424,2867,7111,4565
0003C,211,687,1175,3835,2291
0003D,156,452,840,2432,1490
0003E,94,306,836,1485,985
0003F,103,368,830,1724,1174
0003G,216,702,1402,3392,1909
0003H,102,400,1224,2064,1200
0003I,362,967,1081,6169,4653
0003J,79,221,201,1380,946
0003K,94,380,1839,2395,1048
0003L,121,666,1201,3038,1376
00040,3628,8478,33710,34574,46684
00041,1974,8539,19858,28589,30829
00042,1655,2893,10533,16270,20590
00043,2349,3252,15479,26761,40086
00044,1861,9943,18465,38441,48330
00045,907,2836,12214,16428,19636
00046,1673,3099,13376,15568,16094
00047,1815,2990,12518,22350,25041
00048,3391,6202,29924,43836,43675
00049,1194,2539,15546,18791,26495
0004A,1150,5563,12577,23582,21101
0004B,418,2619,5825,7097,8291
0004C,108,1430,1484,2394,1216
0004D,278,959,1859,4170,2746
0004E,48,1027,181,1028,209
0004F,36,1302,196,851,369
00050,1569,2102,10918,14418,18358
00051,1181,2030,8387,13991,13900
00052,942,1334,7124,11407,22542
00053,2115,3962,14323,29736,30864
00054,1774,3211,11570,21195,26913
00055,879,2615,10730,13681,16740
00056,1205,4503,9536,17346,19439
00057,2074,4136,17629,25869,24050
00058,2557,5188,20769,30712,30827
00059,1489,2689,16154,19729,19816
0005A,1000,3954,17770,20824,17362
0005B,534,1582,12132,12260,11680
0005C,710,5372,10735,14694,9786
0005D,415,5134,2468,7158,3477
0005E,457,2359,1647,8362,6896
0005F,266,2610,1083,5151,4098
0005G,400,3782,4528,7509,3117
0005H,102,1176,767,1743,1010
0005I,312,2885,2379,6246,3140
0005J,19,75,304,460,200
0005K,58,237,558,1073,562
0005L,182,685,1065,3398,1973
0005M,78,350,923,1762,710
0005N,311,636,607,4600,4429
0005O,66,146,191,1287,916
00060,3085,6153,33974,39871,45150
00061,1311,3747,15206,21482,23390
00062,930,2004,10395,15677,23602
00063,2223,3209,13054,20678,21250
00064,1717,2469,12760,16891,22492
00065,1724,2711,12907,21090,27074
00066,1606,2820,11968,20127,22002
00067,1276,2412,16703,20125,29789
00068,924,1239,9033,8597,13912
00069,3619,5419,31001,40838,36029
0006A,190,622,901,3447,2224
0006B,2,106,37,94,93
0006C,218,1582,3488,2533,1624
0006D,134,911,1759,1277,968
0006E,36,1268,110,459,186
0006F,91,2426,981,1821,685
00070,2521,5239,22254,31213,32822
00071,1274,1584,14627,12163,24865
00072,1444,3423,15849,21934,30373
00073,1587,2058,12405,11455,15761
00074,2198,3275,19072,19325,25528
00075,1283,2231,10246,15069,21190
00076,2074,2424,14583,17322,19216
00077,1557,4348,16402,25575,42109
00078,987,2581,11054,16910,19997
00079,1236,2662,11043,14422,18024
0007A,586,3480,9586,12928,13430
0007B,1120,5077,16119,19890,28566
0007C,689,988,2776,10251,17613
0007D,168,1236,2538,2074,1414
0007E,275,3744,2986,4143,1847
0007F,90,2093,1274,2002,665
0007G,164,3252,1976,3181,1179
00080,1195,2884,15853,23209,26267
00081,886,1517,9487,13603,16790
00082,832,1924,9597,14049,20035
00083,1647,2935,17675,17662,20456
00084,1605,2752,16999,21665,19271
00085,1142,1493,11539,10401,11265
00086,2405,3546,17808,23888,25876
00087,1821,2087,9243,14541,20063
00088,990,2831,11489,14858,17584
00089,3190,17184,32559,42100,40640
0008A,629,2902,8322,15355,18373
0008B,831,5511,9706,18353,18499
0008C,324,2740,3820,11411,9010
00090,1940,6771,17911,19839,22841
00091,1716,2825,14078,25421,23457
00092,1195,1924,11112,13600,16044
00093,959,1932,7978,12029,12818
00094,612,1215,6997,7040,10656
00095,1195,6453,9340,12492,12195
00096,831,1865,8468,8854,12392
00097,984,1509,7030,9739,10900
00098,1653,4777,25298,27689,32749
00099,929,3277,9726,12552,10758
0009A,815,2717,6913,13923,11378
0009B,91,1176,2255,1906,1198
0009C,163,2998,2360,3290,1306
0009D,99,1441,2654,2315,940
0009E,80,768,1083,1080,718
0009F,208,2512,3097,3566,1602
0009G,98,746,1442,1290,667
00100,1097,2017,11726,9760,13687
00101,1113,1752,10723,10477,13663
00102,1190,3337,10272,12157,13486
00103,1610,2658,9834,13534,18787
00104,1100,2388,9970,12624,18876
00105,1906,3520,14351,16671,24998
00106,980,3755,9614,11631,14563
00107,1726,3368,14560,19475,23123
00108,1425,2684,12134,16225,23278
00109,1570,4442,10759,16092,17386
0010A,1635,5472,11255,24307,20422
0010B,2387,5951,11164,24102,16012
0010C,92,2382,640,1837,650
0010D,36,1200,677,1200,366
0010E,158,3976,1724,4145,1148
0010F,211,2804,2395,3658,1252
0010G,358,3206,3983,4349,2971
0010H,185,2339,2809,2937,1438
0010I,180,2324,2518,3203,1241
0010J,140,3201,1564,3579,990
0010K,76,1999,929,2189,616
0010L,221,8180,2132,6905,1797
0010M,171,1081,128,777,236
00110,1066,1840,9564,12095,17313
00111,916,2401,10370,12232,13895
00112,882,4105,12723,15368,16937
00113,760,1669,7265,8224,12042
00114,714,982,6566,5338,8933
00115,1081,1798,7693,9831,17043
00116,645,1014,6024,4203,7602
00117,1154,3003,16765,15845,22418
00118,1315,3340,10954,13014,14780
00119,847,2172,15445,11630,15535
0011A,666,5355,7873,12638,10918
0011B,231,1855,5335,7491,6946
0011C,181,2874,3142,3658,1523
0011D,206,2031,2972,2899,1411
0011E,206,3809,2505,4067,1367
0011F,80,1951,1866,2339,740
0011G,144,4417,1726,3822,1176
0011H,85,1118,1823,1729,727
0011I,128,5463,1311,3626,1289
0011J,282,2769,3820,4159,2004
0011K,122,3655,1198,2749,1049
0011L,6,201,1420,818,99
0011M,20,842,2910,1815,462
00120,918,2121,12617,8984,9674
00121,842,2153,11386,10171,15596
00122,424,945,8587,5924,8850
00123,495,1274,6448,4072,5840
00124,799,1844,11293,11013,17091
00125,1567,4487,19915,19999,22173
00126,739,1480,10044,7806,9883
00127,624,1039,11382,5660,8019
00128,1045,3355,18881,14305,15056
00129,828,1530,11945,7112,10309
0012A,383,3164,6179,8947,9997
0012B,597,4677,9347,10763,14654
0012C,192,2150,4054,5336,7009
0012D,341,8251,3255,8415,3761
0012E,99,1866,787,2999,2148
0012F,267,4309,3823,5551,2021
0012G,144,2969,1354,3443,832
0012H,129,3048,2286,3509,1062
0012I,34,1101,161,562,232
00130,1274,3781,18147,15752,18552
00131,486,2459,9375,10384,9887
00132,802,1618,11216,7885,12448
00133,707,5908,13970,11401,13152
00134,298,1661,5212,4233,4347
00135,293,635,6707,4255,4986
00136,915,3345,19283,17081,26755
00137,368,722,6297,3244,6181
00138,566,849,11875,4577,6927
00139,395,639,8340,4325,9273
0013A,334,3969,7148,9685,8465
0013B,142,639,3918,5565,6937
0013C,153,2735,2194,3303,1227
0013D,28,923,256,855,210
0013E,18,420,154,381,92
0013F,105,1791,1415,2256,591
0013G,205,5901,2400,5649,1444
0013H,196,4618,2305,4510,1292
0013I,99,1706,729,1406,394
0013J,315,8476,4273,7853,2539
0013K,21,596,379,938,137
0013L,2,122,69,127,26
0013M,2,114,82,188,24
0013N,92,1490,1340,2094,576
0013O,22,649,48,311,197
00140,481,1424,8407,9975,13667
00141,489,1023,11496,7938,10531
00142,558,1880,14953,10586,11561
00143,535,1201,10354,8413,11876
00144,305,822,5498,5655,7422
00145,597,1204,7924,8854,15232
00146,581,1497,5959,8551,12853
00147,484,2184,10246,5107,5221
00148,1004,3357,16558,12848,13923
00149,347,638,11213,4206,3925
0014A,210,6634,1823,5074,2654
0014B,142,1263,2007,2703,2318
0014C,142,985,1916,3138,3173
0014D,108,611,2681,2309,2500
0014E,85,1605,1108,1861,605
0014F,86,1191,1599,1764,622
0014G,84,2467,1695,2612,840
0014H,66,1871,651,1724,379
0014I,80,955,1769,1623,655
0014J,52,899,2837,1480,667
0014K,43,855,571,1025,354
0014L,48,561,1773,1008,510
0014M,88,960,3188,1933,830
0014N,35,1276,530,1242,315
0014O,83,2114,1047,2129,750
0014P,54,768,703,874,533
0014Q,18,201,455,327,134
00150,1061,6854,13101,14411,13940
00151,376,845,13414,4903,5072
00152,493,2342,10714,6005,6154
00153,703,2216,10572,5804,7439
00154,890,4352,13790,11887,15957
00155,1071,1287,13651,7547,11642
00156,1329,11241,18572,22820,18697
00157,1733,4656,16769,17366,23700
00158,1046,3310,11234,9354,13607
00159,758,2287,6914,5997,8462
0015A,271,1087,2073,5451,5398
0015B,417,1274,3474,8336,8455
0015C,51,361,608,1629,1502
0015D,84,525,789,2066,2235
0015E,4,33,49,143,189
0015G,1,2,7,17,43
00160,1334,3169,12226,12719,14606
00161,965,2943,9442,11970,16908
00162,1287,3864,11407,14114,16340
00163,1004,1509,5730,7223,8413
00164,692,1465,7676,7264,9012
00165,1173,8952,13730,14203,12076
00166,1097,2551,7916,8369,9151
00167,485,767,5092,4245,6381
00168,165,523,854,2792,5405
00169,193,510,2247,2511,3107
0016A,517,1752,8855,11700,12188
0016B,158,568,3679,4040,4218
0016C,102,431,3051,2798,2524
00170,201,1468,4646,4249,4236
00171,149,846,2431,3547,4287
00172,210,2048,2081,4104,2421
00173,27,107,1120,758,1224
00174,16,225,572,718,1043
00175,655,2785,10884,11883,12709
00176,19,74,250,764,1765
00177,69,666,894,2203,4797
00178,43,231,831,2081,5060
00179,234,2156,4424,5801,5239
0017A,227,614,3531,5188,3842
0017B,2,11,25,60,127
00180,513,1250,4492,9040,12912
00181,38,124,361,1286,3512
00182,316,912,5825,4939,5774
00183,902,3343,10752,12794,11334
00184,359,2219,5382,7094,8717
00185,513,1430,7488,7775,9514
00186,214,7917,2358,6884,3757
00187,610,696,1609,5544,4988
00188,854,14008,15531,20558,10346
00189,782,3215,9585,12964,14711
0018A,2474,4188,10297,22796,35745
0018B,233,715,3317,5196,4033
0018C,135,345,887,2844,3176
0018D,69,260,715,1717,1561
0018E,133,345,1015,3092,3051
0018F,64,182,345,1860,1822
0018G,115,231,482,2358,2382
00190,205,545,1809,2890,5172
00191,25,656,719,1374,1536
00192,147,593,2243,2703,4564
00193,474,734,2268,7960,20706
00194,117,503,1531,2083,3333
00195,31,68,178,490,2154
00196,50,183,454,1024,3331
00197,28,182,508,615,1362
00198,131,893,2556,4195,4437
00199,6,67,108,123,403
0019A,231,524,2138,4914,5565
0019B,47,178,1120,1438,2085
00200,350,1835,5813,6394,6110
00201,613,1564,8285,7291,10307
00202,320,2067,6028,6717,4922
00203,246,718,983,2530,3407
00204,236,1479,2542,4551,3454
00205,533,1182,2697,5037,4065
00206,223,467,817,2132,3208
00207,152,530,1038,3203,4320
00208,73,252,1569,2083,2482
00209,109,280,1060,1320,1768
0020A,1176,3015,5168,8378,14753
0020B,57,319,241,469,545
00210,739,1056,3514,5182,4956
00211,1232,9427,13516,18450,21076
00212,102,260,609,884,1491
00213,243,1463,2980,6136,7095
00214,827,2679,8705,13641,15026
00215,186,538,3126,3065,3037
00216,202,595,3936,4282,3263
00217,40,112,96,489,449
00218,85,1646,1872,3009,1782
00219,231,549,1524,3246,5863
0021A,600,719,2185,5794,9602
0021B,92,169,422,1462,3574
00220,238,2749,3693,5365,4304
00221,53,141,731,1577,4588
00222,49,471,1128,1430,1771
00223,168,588,1320,3331,3622
00224,288,805,2166,7424,17262
00225,34,388,525,813,1578
00226,69,312,502,1868,3018
00227,126,553,910,3149,3454
00228,300,1319,2212,7951,6632
00229,180,1796,1878,4781,4398
0022A,2239,2102,9193,17090,30077
0022B,603,751,3719,5892,10750
0022C,3,24,72,244,349
0022D,0,12,52,249,516
0022E,10,41,99,757,499
0022F,1,3,4,15,46
00230,751,3241,11567,13765,16364
00231,337,1076,4584,5590,7637
00232,351,1355,7343,6080,6358
00233,301,1184,4755,6039,7855
00234,74,626,949,1962,2266
00235,535,2649,6669,9914,12412
00236,90,656,1358,1908,1861
00237,159,1639,2834,3601,2513
00238,51,371,1282,1995,1389
00239,268,2948,4303,4804,3845
0023A,23,151,469,677,1059
0023B,2,8,15,45,88
0023C,10,55,271,671,1629
00240,571,4648,8475,11425,6561
00241,41,1205,1168,2055,581
00242,21,166,795,909,855
00243,164,5448,2965,5663,2069
00244,15,623,318,979,153
00245,68,3039,2415,4834,889
00246,31,55,505,748,1042
00247,2,2,90,27,101
00248,465,4146,8131,9125,4592
00249,25,412,607,896,647
0024A,144,1444,2035,4502,5731
0024B,4,14,54,127,337
0024C,3,4,32,80,153
0024D,0,0,0,0,0
0024E,5,28,35,107,375
0024F,4,14,13,74,96
00250,22,76,347,489,386
00251,4,27,93,113,146
00252,607,2775,9510,10142,10041
00253,61,491,721,858,963
00254,76,319,1181,1282,915
00255,3,88,134,177,152
00256,2,45,74,87,45
00257,24,817,534,979,270
00258,9,227,581,473,784
00259,303,232,2238,1494,3020
0025A,269,515,3872,4349,4523
0025B,190,345,1565,2107,1301
0025C,0,4,65,138,381
0025D,9,36,231,406,754
0025E,2,4,23,32,183
0025F,0,0,15,22,59
00260,1067,1186,8605,5692,10657
00261,1261,2864,7229,7413,12422
00262,1895,3438,9470,10869,26403
00263,752,1241,5331,4362,8530
00264,221,346,1944,1175,2310
00265,848,2121,5571,4868,9969
00266,318,1463,5294,5119,5083
00267,52,212,533,654,556
00268,540,6510,6904,10922,7122
00269,97,1087,784,1487,1887
0026A,1011,1065,6486,8969,5845
0026B,11,52,146,401,969
0026C,0,3,7,21,34
00270,265,1709,2588,3965,3923
00271,367,719,3446,2506,4271
00272,556,694,4132,2858,5491
00273,1632,1406,8894,8798,22940
00274,1614,1833,11479,10290,16784
00275,871,1350,6731,5017,8487
00276,915,909,9048,4779,8954
00277,10,716,499,928,138
00278,13,386,333,494,247
00279,96,5362,3182,7246,1542
0027A,210,289,2301,2485,1785
0027B,986,1017,6233,9051,4938
0027C,1,6,21,86,255
0027D,1,1,7,18,67
00280,43,1393,1042,1842,644
00281,1,23,15,56,5
00282,276,3328,8400,7941,7753
00283,9,429,378,740,402
00285,36,1323,854,1672,647
00286,112,133,402,980,1632
00287,823,738,3287,5886,10374
00288,943,1775,8941,7937,10338
00289,1433,1462,8421,12413,16899
0028A,648,4326,4309,9570,5843
0028B,34,53,270,786,2855
0028C,2,9,16,48,187
0028D,1,17,13,72,174
0028E,12,18,28,166,892
0028F,3,7,18,65,377
0028G,0,1,0,12,51
0028H,0,1,2,5,39
00290,969,1416,4607,9045,13033
00291,535,2081,4444,5022,4848
00292,158,443,2220,2591,2871
00293,242,1277,2817,4173,3351
00294,78,381,818,1196,1370
00295,119,594,1671,1947,1774
00296,100,637,3963,3723,4877
00297,18,293,494,792,419
00298,141,3268,2668,4555,1714
00299,15,124,481,443,138
0029A,618,868,7395,6979,4321
0029B,1,4,6,20,75
0029C,8,22,55,500,1936
0029D,0,1,1,3,119
0029E,1,1,2,36,63
0029F,2,3,13,55,708
0029G,1,2,6,49,915
0029H,0,0,0,18,170
0029I,1,4,4,11,953
00300,530,1633,3572,8044,6697
00301,11,498,338,487,99
00302,3429,2644,14579,20306,42966
00303,119,652,981,2002,2163
00304,712,5098,4521,8239,8968
00305,1089,3193,16322,16532,14852
00306,123,384,2790,2854,2220
00307,21,212,601,540,292
00308,38,764,1523,1568,634
00309,11,269,245,493,347
0030A,592,711,3150,6413,4486
0030B,367,486,3177,6256,2895
0030C,582,756,4860,7388,3621
0030D,463,529,4464,5875,2711
0030E,583,643,6432,6711,2932
00310,986,8484,12917,18681,15289
00311,26,173,1001,775,1117
00312,0,3,56,28,25
00313,3,235,127,227,37
00314,51,1117,1865,2505,1319
00315,6,192,133,324,75
00316,565,11790,8649,12433,5497
00317,26,212,665,681,550
00318,30,306,886,747,804
00319,12,492,216,538,99
0031A,666,2320,5503,14089,11741
0031B,505,1297,3616,10459,8461
0031C,6,23,50,151,183
0031D,0,6,2,30,81
0031E,0,1,1,1,7
00320,358,974,4898,4908,5957
00322,3,11,28,46,27
00323,44,1636,935,2066,377
00324,12,473,381,480,243
00325,6,333,299,488,50
00326,81,2539,1644,2278,1250
00327,9,115,395,324,436
00328,20,369,447,575,176
00329,3,59,57,68,16
0032A,74,110,519,1129,1026
0032B,107,465,700,2808,3535
00330,259,1355,4229,5286,4532
00331,47,1597,811,2030,405
00332,6,90,235,103,96
00333,1,156,75,34,37
00334,10,170,191,150,126
00335,17,773,835,461,303
00336,92,2748,2041,2703,1238
00337,342,1168,3015,3360,3591
00338,38,707,1072,982,739
00339,264,685,3564,3482,2677
0033A,31,137,755,1007,590
0033B,11,22,118,184,240
0033C,1,4,12,39,98
00340,484,2630,6765,7127,4526
00341,33,1261,673,1472,321
00342,21,1140,590,1377,252
00343,6,162,133,186,53
00344,663,3534,7934,9830,9066
00345,115,316,2006,2237,3092
00346,4,267,164,435,83
00347,0,93,38,55,21
00348,344,10434,7690,10791,4965
00349,26,1239,984,1135,535
0034A,200,608,1932,5111,5238
0034B,274,288,1466,2667,1703
0034C,200,263,2416,2242,1232
0034D,459,539,2837,4583,2525
0034E,113,144,827,1194,681
00350,3,106,77,89,16
00351,21,162,616,624,370
00352,14,412,310,495,297
00353,0,13,6,9,15
00354,98,232,1664,1542,2251
00355,1,262,324,380,93
00356,1,94,47,92,32
00357,21,502,1041,1033,677
00358,0,123,201,123,173
00359,46,1919,1765,2942,966
0035A,42,525,360,1134,1572
0035B,2,3,7,8,52
00360,13,59,188,192,222
00361,71,577,2155,1856,2233
00362,8,13,221,127,146
00363,0,12,0,3,1
00364,205,1423,2513,2811,1981
00365,649,656,4260,4625,6026
00366,1575,2139,27507,14113,14242
00367,1779,2040,20575,12699,14183
00368,309,464,1351,2400,3540
00369,187,421,1494,2160,1906
0036A,11,12,38,90,167
0036B,358,830,1808,5422,9736
0036C,7,3,28,32,137
00370,600,632,3626,4819,5463
00371,11,629,524,367,192
00372,11,195,240,287,165
00373,55,800,590,1128,619
00374,2156,2221,12687,19615,31507
00375,293,5555,6155,8146,3056
00376,850,742,6652,4912,7573
00377,1069,1008,8335,6754,10270
00378,936,1870,6985,7108,10618
00379,738,634,4978,4407,7206
0037A,577,617,4402,5975,3738
0037B,68,128,1512,1576,3772
0037C,75,281,1999,3281,5232
0037D,0,1,35,14,17
0037E,0,0,3,3,13
0037F,1,0,6,8,12
0037G,2,8,32,38,137
00380,526,450,3644,3410,5218
00381,1388,1373,8259,9425,17484
00382,276,513,2222,1836,2100
00383,204,186,2095,1277,1737
00384,586,599,3572,3673,5850
00385,10,226,282,361,177
00386,3,68,37,116,296
00387,8,216,215,390,370
00388,2152,1713,9564,13872,28094
00389,463,1359,4357,3383,4195
0038A,58,862,1183,3325,4344
0038B,1,0,5,11,47
00390,601,725,4815,3983,5360
00391,2663,3037,18786,16179,24112
00392,382,921,2254,2795,4250
00393,1600,2213,9942,9850,16883
00394,1781,1785,10270,11262,19569
00395,1316,1551,9499,9129,13961
00396,54,994,1517,2366,545
00397,1797,1556,12806,11314,14786
00398,2617,1795,10165,15833,30038
00399,2339,1672,7720,14497,30827
0039A,1,26,125,137,176
00400,1213,2417,9622,14412,11775
00401,9,99,246,420,102
00402,698,788,6170,6634,9664
00404,178,465,3206,2729,3934
